text,trans
みんなで仮装ができたらって思って、ゾンビさんのメイクをお勉強していますっ,想着要和大家一起变装\n现在正在学习怎么化妆成僵尸先生
プロデューサーさん\n見守っていてくれますか？,制作人先生\n能守护着我吗？
鳩さんとのんびりお話して\n一緒にいるのは、すごく\n楽しいんです,和鸽子先生一起悠闲地聊着天\n真的是非常开心
プロデューサーさんと\n一緒ならどこまでも頑張れ\nそうです,只要和制作人在一起\n无论什么事都会努力的
す、すみません……っ\nもしかして、髪の毛くしゃくしゃでしたでしょうか……？,对、对不起……\n难道是，我的头发有点乱吗……？
今は私も……少しだけ、羽ばたけるようになったって……そう思います……\nプロデューサーさんのおかげですっ,现在的我……觉得自己稍微也能够……展翅飞翔了……多亏了制作人呢
プロデューサーさんの手、とっても\nあったかくて……撫でてもらうと眠く\nなっちゃいそうです,制作人的手，十分的温暖\n……被抚摸着的话会变得想要睡觉了
え……っ\nあ、あの……ど、どうしてこんなこと…………ひどいです……,诶……\n那、那个……为什么要做这种事……\n太过分了……
ほわっ\nぷ、プロデューサーさん……っ\nあのっ……や、やめてください,制作人先生……\n那个……请不要这样
ほわ……っ\nあ、あの……えっと……？\nえっと、なんでもないです……,啊……\n那个……这个……\n什么事都没有……
ひゃあっ──……す、すみません……くすぐったくて、大きい声が出ちゃいました……,呀──……抱歉……\n好痒啊……不小心发出了声音
プロデューサーさん\n山が見えてきましたっ\n……紅葉がとっても綺麗です,制作人先生\n能够看到山了哦\n红叶真的非常漂亮啊
次の夢も、その次の夢も\nずっとプロデューサーさんと\n一緒に叶えていきたいです……,下一个梦想，再下一个梦想\n想和制作人先生一起去实现
夢みたいなおっきなステージ\nいつか灯織ちゃんとめぐるちゃんと一緒に出れるでしょうか？,会有能和灯织和巡\n一起登上梦幻般的大舞台的一天吗？
ほわぁ……っ\nプロデューサーさんっ、命中しましたっ,啊……\n制作人先生，我命中了
どこまでも……どこまでも……\nこの『歌声』を響かせられるように──,无论在哪里……无论在哪里……\n只要这“歌声”能够响起──
ふふっ……鳩さんは、\nふわふわ～っとお日様の\nいい匂いがするんですよっ,呵呵……鸽子先生轻飘飘的\n还散发着太阳的味道
あ、あの……プロデューサーさん……公園に、のんびりしに行きませんか……？,那、那个……制作人先生……一起去公园里放松一下吗……？
勢いに乗って\n飛んでいきましょうっ\n両手の星と……最後までっ,双手的星星……\n让我们趁势飞翔到最后吧

#灯织（缺少二三四轮的全部语音）↓,
……プロデューサー、私\n成長できているんでしょうか？,……制作人，我\n有在进步吗？
これから仕事だというのに\n気が緩んでいますよ！,接下来还有工作要做\n不要松懈了哦！
プロデューサー？\nどうしました？,制作人？\n怎么了？
お疲れ様です\n今日もよろしくお願いします,辛苦了\n今天也请多多关照
プロデューサー、今日の予定はどうなっていますか？,制作人，今天的安排怎么样了？
こんにちは、プロデューサー,你好，制作人
うーん、あとちょっとで何かが掴めそうなんですが,嗯，再过不久就能学到些什么
やめてください！,请不要这样！
今のって……\nわざと、ですよね？,刚才的……\n是故意的吧？
ちょっ……\nいい加減にしてください,等等……\n适可而止吧
……何か用なんですか？,……有什么事吗？
……触らないでください,……请不要碰我
……私に触る必要性、ありますか？,……有触碰我的必要吗？
プロデューサー？\n私の話、聞いてますか？,制作人？\n你有在听我说话吗？
努力しても努力しても、\nし足りないんです,不管怎么努力\n还是远远不够
あとどのくらい頑張ったら、\n理想の自分に\nなれるんでしょうか……,还要再努力多久\n才能成为理想中的自己呢……
プロデューサー……\nあの……チョコレート……\nお口に合いませんでしたか？,制作人……\n那个……巧克力\n不合您的口味吗？
そ、そんな……悪いです！\n私からは何も……\nお渡しできていないのに,不、不行……太不好意思了\n明明我……什么都没有送给你
え？　お返し、ですか……？\n……ありがとうございます\nしっかり、味わって食べます,嗯？回礼吗……？\n……非常感谢\n我会好好地品尝的
願いごとは教えられません……！　誰かに言ったら、叶わなくなりそうなので……秘密です,不能告诉你我许的愿望……！\n被别人知道了的话，就无法实现了\n所以要保密
──プロデューサー！　その、\nお団子があるんですけど、\n一緒にお月見、しませんか？,制作人！那个……\n正好我带了团子\n一起去赏月吗？
イタズラはダメですが、代わり\nにお菓子を作りました\n──おひとつどうですか？,虽然恶作剧是不行的，但作为替代\n我做了点心\n──要来尝尝吗？
なっ……なんですか？\nゴミでも付いていましたか？,怎……怎么了？\n头发上粘了什么吗？
なっ……\nいえ、嫌なんじゃなくて……\n……恥ずかしいです,什……\n啊，并不讨厌……\n……只是有点害羞
理由があるなら伺います\n正当な理由があれば、ですが,如果有什么理由我洗耳恭听\n前提是正当的理由
えっ……と、何か嫌なことでもありました……か？　いえ、だからって許せな……ええと……,那个，遇到了什么心烦的事情了吗？\n呃！就算是这样也不……唔……
ひっ……！\nあ……いえ、その……くすぐったいので、やめてください,诶……！\n啊……那个……\n有点痒，请住手
……プロデューサーの手って、\n大きいですよね\nあ、いえ……なんでもないです,……制作人的手\n很大啊\n啊不……什么事都没有
もうちょっと……その……\n近づいて歩きませんか……？,那个……能不能……\n再靠近一点呢……？
ここまでの成果、ファンの\nみなさんに届けてきます,至今为止练习的成果\n要全都传达给粉丝们
プロデューサーの好きな歌手\n教えていただけませんか\n聴いてみたいと思いまして……,制作人喜欢的歌手\n能告诉我吗\n我想听听看
